iter	Logloss
147	0.472940621
148	0.4721735099
149	0.4715843695
150	0.4711146102
151	0.4706224843
152	0.4703152161
153	0.4699793325
154	0.4692882378
155	0.4685515741
156	0.4679997756
157	0.4675110694
158	0.4670842306
159	0.4666015845
160	0.4661641915
161	0.4656604628
162	0.4651631653
163	0.4646897404
164	0.4643706857
165	0.4640105437
166	0.4635943757
167	0.4632968851
168	0.4626504534
169	0.4622905244
170	0.4617711812
171	0.4612980147
172	0.460888903
173	0.4604428356
174	0.4599726672
175	0.4593504883
176	0.4588309266
177	0.4585198029
178	0.4583118487
179	0.457934314
180	0.4575401531
181	0.457090289
182	0.456907693
183	0.4565497968
184	0.4561800034
185	0.4558030745
186	0.4554614959
187	0.454955911
188	0.4544406032
189	0.4540282846
190	0.453832116
191	0.4534816772
192	0.4531721998
193	0.4527330597
194	0.4523271404
195	0.4518385446
196	0.4516492923
197	0.4512625728
198	0.4509691043
199	0.4507318143
200	0.4501877683
201	0.4499564818
202	0.4494715466
203	0.44923285
204	0.4489666635
205	0.4487777615
206	0.4486152973
207	0.4481786906
208	0.4479735159
209	0.447591769
210	0.4472925063
211	0.4469569943
212	0.4467592807
213	0.4464376363
214	0.4460433292
215	0.4457187549
216	0.4453951751
217	0.4449948742
218	0.4446304318
219	0.4443858086
220	0.4440745334
221	0.4437425273
222	0.4435037314
223	0.4432191512
224	0.4430495379
225	0.4427486065
226	0.4425021551
227	0.4422889219
228	0.4420078714
229	0.4416870988
230	0.4414606468
231	0.4413772016
232	0.4411058844
233	0.440700646
234	0.4405100032
235	0.4402738163
236	0.439935472
237	0.4397390457
238	0.4396023683
239	0.4393617441
240	0.4391109562
241	0.4388350398
242	0.438593667
243	0.4383423039
244	0.4381554034
245	0.4379389691
246	0.4377323077
247	0.4375986524
248	0.4373125073
249	0.4371556141
250	0.4367717914
251	0.4364188451
252	0.4362270018
253	0.4360091068
254	0.4358066979
255	0.4356388071
256	0.4353650755
257	0.4351043265
258	0.434938375
259	0.4346945337
260	0.4343767532
261	0.4341146009
262	0.4339912259
263	0.433706331
264	0.4334371942
265	0.4332122105
266	0.4329631221
267	0.4327405697
268	0.4325359929
269	0.4324030104
270	0.4320978052
271	0.4318019447
272	0.4316205337
273	0.4313810616
274	0.4310539942
275	0.4308645289
276	0.4306968665
277	0.4303776961
278	0.4302659318
279	0.4300687727
280	0.4298657643
281	0.4295921527
282	0.4294123335
283	0.4292271967
284	0.4288161042
285	0.4285796496
286	0.4283390057
287	0.4282020509
288	0.4279697996
289	0.4278412527
290	0.4275132497
291	0.4273205085
292	0.4271812111
293	0.4269684965
294	0.4266706663
295	0.4264403513
296	0.4262634406
297	0.4260219026
298	0.4257907346
299	0.4255940473
300	0.425444388
301	0.425290425
302	0.4251260694
303	0.4250165067
304	0.4249139546
305	0.4247020961
306	0.4244706151
307	0.424324082
308	0.4241091356
309	0.4239408325
310	0.4237791321
311	0.4237021326
312	0.4235073925
313	0.4231979635
314	0.4229024696
315	0.422738344
316	0.4223467712
317	0.4220689279
318	0.4219166299
319	0.4217602805
320	0.4216184787
321	0.4213518627
322	0.4210557438
323	0.4208957145
324	0.4206242928
325	0.4204971956
326	0.42040079
327	0.4200365442
328	0.4199312223
329	0.4198120479
330	0.4196666924
331	0.4195274489
332	0.4193230546
333	0.4192350588
334	0.419085499
335	0.4189614435
336	0.4187195217
337	0.4186042377
338	0.4184409704
339	0.4182785001
340	0.418097178
341	0.4179429108
342	0.4176532699
343	0.4174820524
344	0.4173556843
345	0.4171664559
346	0.4170422518
347	0.4169137597
348	0.4167486036
349	0.4165046685
350	0.4164070762
351	0.4162325579
352	0.4160856559
353	0.4158887758
354	0.4157156195
355	0.4155074992
356	0.4152817202
357	0.4151003843
358	0.4149177302
359	0.414797911
360	0.4146561243
361	0.4145172335
362	0.4143616218
363	0.414246386
364	0.4141033314
365	0.4138818945
366	0.4137420271
367	0.4136311122
368	0.4135611028
369	0.4133603508
370	0.4132695681
371	0.4130606228
372	0.4129770342
373	0.4127666805
374	0.4126616292
375	0.4123673307
376	0.4121732183
377	0.4119924974
378	0.4118833093
379	0.4117421071
380	0.4116438547
381	0.4114484716
382	0.4112914965
383	0.411157961
384	0.4109231171
385	0.4105859011
386	0.4103389818
387	0.4100833427
388	0.4098282096
389	0.4096408961
390	0.4093630258
391	0.4092137885
392	0.4090582607
393	0.4089049725
394	0.408739517
395	0.4085902644
396	0.4084373168
397	0.4083092211
398	0.4082260238
399	0.4080912717
400	0.4079058968
401	0.4077428426
402	0.4076126284
403	0.4074903592
404	0.4071406745
405	0.4070330438
406	0.4068762887
407	0.406705524
408	0.4063561767
409	0.4062314821
410	0.4061045683
411	0.4059564958
412	0.4057563704
413	0.4056390162
414	0.4055360338
415	0.4053394991
416	0.4051985339
417	0.4050970011
418	0.4049647756
419	0.4048511714
420	0.4046536739
421	0.4045877655
422	0.4044170132
423	0.4043028971
424	0.4040670752
425	0.4040056616
426	0.4038926571
427	0.4038437779
428	0.4037031994
429	0.4036188125
430	0.4035226691
431	0.4034043926
432	0.4032643383
433	0.4031119258
434	0.4030107773
435	0.4027515646
436	0.4025301979
437	0.4023872531
438	0.4022987786
439	0.4021362493
440	0.4018890297
441	0.4017131258
442	0.4015869565
443	0.4014058707
444	0.4012856657
445	0.4011522581
446	0.4010250768
447	0.4008891164
448	0.4007062258
449	0.4003852758
450	0.4002463329
451	0.400195194
452	0.4001410562
453	0.3999974307
454	0.3997335943
455	0.3996721374
456	0.3995310409
457	0.3993672434
458	0.3993036005
459	0.3991067493
460	0.3989112887
461	0.3987141846
462	0.3985996715
463	0.3985309696
464	0.398392529
465	0.3981707107
466	0.3980597984
467	0.3979157305
468	0.3976792454
469	0.3976070607
470	0.3974535272
471	0.3972553113
472	0.3971664795
473	0.3970091325
474	0.3967995794
475	0.3967522864
476	0.3966603089
477	0.3965768698
478	0.3964545875
479	0.3963165201
480	0.3961655567
481	0.3960344488
482	0.3959290843
483	0.3957642668
484	0.395590533
485	0.3954689196
486	0.3953785483
487	0.3953084124
488	0.3951342707
489	0.3950202549
490	0.3949827216
491	0.3947941415
492	0.3946544834
493	0.3945641695
494	0.3944683955
495	0.394103684
496	0.393987951
497	0.3938717519
498	0.3937848473
499	0.3936107301
