Rating,Timestamp,Enrolled,Progress,Questions Asked,Questions Answered
5.0,2021-01-28 10:09:21,2021-01-27 08:43:49,1.0,0.0,0.0
5.0,2021-01-28 08:35:46,2020-12-01 15:11:04,5.0,0.0,0.0
5.0,2021-01-27 22:36:15,2021-01-25 12:45:43,25.0,0.0,0.0
5.0,2021-01-27 22:25:12,2021-01-01 16:29:47,1.0,0.0,0.0
5.0,2021-01-27 21:25:43,2021-01-22 13:20:49,50.0,0.0,0.0
4.0,2021-01-27 20:46:02,2021-01-27 20:29:57,35.0,0.0,0.0
5.0,2021-01-27 19:20:43,2020-12-21 14:59:05,15.0,0.0,0.0
4.0,2021-01-27 18:56:24,2021-01-21 18:29:24,20.0,0.0,0.0
5.0,2021-01-27 17:21:08,2021-01-19 16:25:49,5.0,0.0,0.0
5.0,2021-01-27 14:16:50,2020-02-27 18:19:16,30.0,0.0,0.0
5.0,2021-01-27 09:01:39,2021-01-20 15:02:50,20.0,0.0,0.0
5.0,2021-01-27 07:19:53,2021-01-05 08:30:51,20.0,0.0,0.0
4.5,2021-01-26 20:35:29,2021-01-26 14:48:57,15.0,1.0,0.0
5.0,2021-01-26 20:31:50,2019-11-16 07:51:59,45.0,0.0,0.0
5.0,2021-01-26 18:21:17,2020-12-01 19:33:38,30.0,0.0,0.0
5.0,2021-01-26 12:46:00,2020-12-29 07:29:58,5.0,0.0,0.0
5.0,2021-01-26 11:36:24,2020-01-08 12:52:26,40.0,0.0,0.0
4.0,2021-01-26 11:10:07,2020-11-05 11:06:13,15.0,0.0,0.0
5.0,2021-01-26 11:06:34,2021-01-01 11:27:34,20.0,0.0,0.0
5.0,2021-01-26 09:16:21,2020-11-30 19:35:46,1.0,0.0,0.0
2.0,2021-01-26 07:56:03,2020-03-23 16:51:55,5.0,0.0,0.0
5.0,2021-01-25 17:32:32,2020-12-24 17:13:40,5.0,0.0,0.0
4.5,2021-01-25 15:09:45,2021-01-25 07:29:07,50.0,0.0,0.0
5.0,2021-01-25 10:39:05,2021-01-24 22:35:42,5.0,0.0,0.0
5.0,2021-01-24 18:47:59,2020-03-19 20:57:23,5.0,0.0,0.0
5.0,2021-01-24 15:14:33,2019-05-30 07:59:23,15.0,0.0,0.0
4.5,2021-01-24 14:03:11,2021-01-01 16:46:36,5.0,0.0,0.0
5.0,2021-01-24 12:46:01,2021-01-04 18:28:21,30.0,0.0,0.0
4.0,2021-01-24 12:28:11,2021-01-24 08:25:55,15.0,0.0,0.0
5.0,2021-01-24 10:51:47,2020-12-29 20:02:35,15.0,0.0,0.0
5.0,2021-01-24 08:43:13,2020-12-02 07:32:55,50.0,0.0,0.0
4.5,2021-01-23 22:44:03,2020-04-05 11:02:47,35.0,0.0,0.0
4.5,2021-01-23 19:24:26,2020-12-31 21:38:12,1.0,0.0,0.0
5.0,2021-01-23 18:57:28,2021-01-23 12:43:47,25.0,0.0,0.0
5.0,2021-01-23 17:46:26,2021-01-14 19:11:17,20.0,0.0,0.0
5.0,2021-01-22 19:11:38,2020-12-04 17:17:47,80.0,1.0,2.0
4.0,2021-01-22 09:08:13,2021-01-21 09:33:33,5.0,0.0,0.0
5.0,2021-01-22 08:08:05,2021-01-19 07:14:58,5.0,0.0,0.0
5.0,2021-01-21 22:11:40,2020-01-09 19:10:29,10.0,0.0,0.0
5.0,2021-01-21 18:44:16,2021-01-20 09:42:12,25.0,0.0,0.0
5.0,2021-01-21 17:17:27,2020-05-01 15:14:45,30.0,0.0,0.0
4.5,2021-01-21 15:22:42,2021-01-21 08:55:44,1.0,0.0,0.0
5.0,2021-01-21 11:49:21,2021-01-20 05:30:17,5.0,0.0,0.0
5.0,2021-01-21 09:27:41,2021-01-03 20:18:04,5.0,0.0,0.0
5.0,2021-01-21 08:46:45,2021-01-20 15:22:05,15.0,0.0,0.0
5.0,2021-01-21 05:41:13,2021-01-20 12:51:01,65.0,0.0,0.0
5.0,2021-01-20 20:00:20,2021-01-06 18:57:09,15.0,0.0,0.0
4.5,2021-01-20 19:50:41,2020-11-21 14:15:10,10.0,0.0,0.0
5.0,2021-01-20 18:37:29,2021-01-20 01:30:36,20.0,0.0,0.0
5.0,2021-01-20 17:12:19,2019-06-04 11:16:37,0.0,0.0,0.0
5.0,2021-01-19 22:56:44,2020-09-14 17:31:02,30.0,0.0,0.0
5.0,2021-01-19 16:50:09,2020-12-03 06:38:25,15.0,0.0,0.0
5.0,2021-01-19 14:27:28,2020-12-15 13:47:25,20.0,0.0,0.0
5.0,2021-01-19 11:03:03,2021-01-19 10:39:32,1.0,0.0,0.0
5.0,2021-01-19 10:14:39,2021-01-14 11:26:58,10.0,0.0,0.0
3.5,2021-01-19 01:29:01,2021-01-08 12:41:54,10.0,0.0,0.0
5.0,2021-01-18 23:19:50,2020-04-05 09:22:46,1.0,0.0,0.0
5.0,2021-01-18 21:09:08,2021-01-17 20:11:03,10.0,0.0,0.0
5.0,2021-01-17 22:33:40,2019-11-13 12:05:03,10.0,0.0,0.0
5.0,2021-01-17 22:22:24,2020-12-26 13:25:30,1.0,0.0,0.0
5.0,2021-01-17 19:45:29,2021-01-08 12:29:06,20.0,0.0,0.0
5.0,2021-01-17 19:09:36,2021-01-15 08:00:12,60.0,0.0,0.0
5.0,2021-01-17 18:39:44,2021-01-02 17:04:13,30.0,0.0,0.0
5.0,2021-01-17 17:35:20,2021-01-15 10:03:31,35.0,0.0,0.0
4.5,2021-01-17 14:35:23,2021-01-05 19:25:51,10.0,0.0,0.0
5.0,2021-01-17 14:24:30,2021-01-05 20:51:18,15.0,1.0,0.0
5.0,2021-01-17 12:24:18,2021-01-17 06:54:32,45.0,0.0,0.0
4.5,2021-01-17 11:13:09,2021-01-13 18:17:40,5.0,0.0,0.0
5.0,2021-01-17 10:52:33,2021-01-16 11:51:13,5.0,0.0,0.0
5.0,2021-01-17 03:29:40,2020-11-25 23:25:34,30.0,0.0,0.0
5.0,2021-01-17 00:04:38,2020-12-26 17:57:07,1.0,0.0,0.0
5.0,2021-01-16 22:22:44,2021-01-08 20:58:17,1.0,0.0,0.0
5.0,2021-01-16 22:16:16,2020-12-26 13:25:21,20.0,0.0,0.0
5.0,2021-01-16 17:43:14,2020-01-09 08:29:43,35.0,0.0,0.0
5.0,2021-01-16 16:57:18,2021-01-15 19:43:44,10.0,0.0,0.0
5.0,2021-01-16 16:49:29,2021-01-16 16:08:01,10.0,2.0,0.0
5.0,2021-01-16 14:54:39,2020-11-29 19:47:39,15.0,0.0,0.0
4.0,2021-01-16 13:54:39,2021-01-16 13:43:15,30.0,0.0,0.0
4.0,2021-01-16 13:36:37,2021-01-16 11:13:02,5.0,0.0,0.0
5.0,2021-01-16 13:02:42,2021-01-13 06:03:42,5.0,0.0,0.0
5.0,2021-01-16 12:33:22,2021-01-12 09:50:58,15.0,0.0,0.0
4.5,2021-01-16 11:17:22,2020-12-03 16:58:41,1.0,0.0,0.0
5.0,2021-01-16 08:44:28,2019-11-23 18:30:38,35.0,0.0,1.0
4.5,2021-01-15 22:51:07,2020-10-06 20:33:46,10.0,0.0,0.0
5.0,2021-01-15 20:34:11,2021-01-08 10:40:17,20.0,0.0,0.0
5.0,2021-01-15 18:47:51,2021-01-06 21:16:57,5.0,0.0,0.0
5.0,2021-01-15 18:05:05,2021-01-15 14:56:01,1.0,0.0,0.0
5.0,2021-01-15 15:19:00,2020-12-18 18:38:20,10.0,0.0,0.0
5.0,2021-01-14 21:26:27,2021-01-12 09:08:10,10.0,0.0,0.0
5.0,2021-01-14 14:03:14,2020-12-22 11:43:45,30.0,0.0,0.0
4.5,2021-01-13 21:49:32,2019-11-27 14:10:04,100.0,2.0,1.0
4.0,2021-01-13 12:16:51,2021-01-12 08:58:53,20.0,0.0,0.0
5.0,2021-01-13 09:15:07,2020-08-28 11:12:39,0.0,0.0,0.0
5.0,2021-01-13 06:49:33,2021-01-13 06:26:26,20.0,0.0,0.0
5.0,2021-01-13 00:22:06,2019-05-30 22:33:09,1.0,0.0,0.0
5.0,2021-01-12 19:25:14,2021-01-12 19:09:54,10.0,0.0,0.0
3.0,2021-01-12 11:21:08,2020-10-22 09:34:15,1.0,0.0,0.0
5.0,2021-01-12 09:51:38,2020-11-23 18:10:54,100.0,0.0,0.0
5.0,2021-01-12 05:29:55,2020-09-16 17:43:06,20.0,0.0,0.0
4.0,2021-01-12 04:01:50,2020-09-26 13:20:49,25.0,0.0,0.0
5.0,2021-01-11 22:49:08,2021-01-11 22:25:12,1.0,0.0,0.0
5.0,2021-01-11 22:17:47,2020-08-17 16:31:53,1.0,0.0,0.0
4.5,2021-01-11 20:42:42,2021-01-10 12:10:42,10.0,0.0,0.0
4.5,2021-01-11 20:31:28,2021-01-09 15:26:27,5.0,0.0,0.0
5.0,2021-01-11 20:02:33,2021-01-05 10:40:38,1.0,0.0,0.0
5.0,2021-01-11 17:04:13,2020-12-06 10:26:46,100.0,0.0,0.0
5.0,2021-01-11 14:06:01,2021-01-11 05:14:47,1.0,0.0,0.0
4.5,2021-01-11 13:18:31,2021-01-05 11:32:42,30.0,1.0,0.0
5.0,2021-01-11 12:37:32,2020-12-21 22:06:12,5.0,0.0,0.0
5.0,2021-01-11 11:36:39,2020-11-08 07:51:37,10.0,0.0,0.0
5.0,2021-01-11 08:50:31,2021-01-11 06:15:55,35.0,0.0,0.0
5.0,2021-01-11 08:45:09,2020-12-30 17:14:57,15.0,0.0,0.0
5.0,2021-01-11 07:39:11,2021-01-06 09:44:34,15.0,1.0,1.0
5.0,2021-01-11 07:21:57,2020-06-30 20:14:04,5.0,0.0,0.0
5.0,2021-01-11 00:34:30,2020-12-31 20:33:13,5.0,0.0,0.0
5.0,2021-01-10 18:45:38,2020-03-03 08:29:43,0.0,0.0,0.0
5.0,2021-01-10 18:23:03,2020-12-04 20:01:01,20.0,0.0,0.0
5.0,2021-01-09 23:24:18,2019-10-24 14:50:49,100.0,0.0,0.0
3.0,2021-01-09 22:28:55,2021-01-09 19:18:27,10.0,0.0,0.0
5.0,2021-01-09 21:26:43,2019-12-10 17:30:24,25.0,0.0,0.0
5.0,2021-01-09 17:47:07,2019-10-28 20:14:13,10.0,0.0,0.0
5.0,2021-01-09 16:23:10,2020-12-17 10:22:59,45.0,2.0,1.0
5.0,2021-01-09 16:06:52,2020-12-19 11:23:47,40.0,0.0,0.0
5.0,2021-01-09 15:13:51,2020-12-30 20:37:09,15.0,0.0,0.0
5.0,2021-01-09 14:16:25,2021-01-08 07:29:47,20.0,0.0,1.0
5.0,2021-01-09 14:13:55,2021-01-09 08:57:14,30.0,0.0,0.0
5.0,2021-01-09 12:37:22,2020-11-27 12:40:54,1.0,0.0,0.0
4.0,2021-01-09 12:33:27,2021-01-09 12:09:30,20.0,0.0,0.0
3.0,2021-01-09 11:48:35,2020-10-06 05:53:33,25.0,0.0,0.0
4.5,2021-01-09 11:20:29,2021-01-09 11:02:00,20.0,0.0,0.0
5.0,2021-01-09 11:09:10,2020-12-05 11:19:12,25.0,0.0,0.0
4.5,2021-01-09 10:21:00,2021-01-08 13:45:06,30.0,1.0,3.0
5.0,2021-01-09 10:03:24,2021-01-03 12:14:30,25.0,0.0,0.0
5.0,2021-01-08 23:31:50,2020-12-29 20:06:40,90.0,0.0,2.0
5.0,2021-01-08 23:04:24,2021-01-08 15:27:17,20.0,0.0,1.0
5.0,2021-01-08 20:00:31,2021-01-03 20:04:25,30.0,0.0,0.0
5.0,2021-01-08 19:20:25,2021-01-07 18:54:51,10.0,0.0,0.0
5.0,2021-01-08 13:49:30,2021-01-01 16:55:22,30.0,0.0,0.0
5.0,2021-01-07 22:34:37,2020-12-30 16:32:21,15.0,0.0,0.0
4.5,2021-01-07 22:02:54,2021-01-07 20:52:43,5.0,0.0,0.0
5.0,2021-01-07 17:03:55,2020-11-06 14:19:33,1.0,0.0,0.0
5.0,2021-01-07 14:29:43,2021-01-07 09:40:02,25.0,0.0,0.0
4.0,2021-01-07 13:44:09,2020-12-23 12:50:28,25.0,0.0,0.0
5.0,2021-01-07 12:41:29,2020-10-30 09:54:22,55.0,0.0,0.0
5.0,2021-01-07 12:35:43,2021-01-06 14:29:36,40.0,0.0,0.0
5.0,2021-01-07 11:58:02,2020-12-15 16:53:01,5.0,0.0,0.0
4.5,2021-01-06 20:57:12,2021-01-06 16:56:53,1.0,0.0,0.0
5.0,2021-01-06 17:04:23,2020-12-01 15:13:50,5.0,0.0,0.0
5.0,2021-01-06 15:36:55,2020-03-15 16:00:53,15.0,0.0,0.0
1.0,2021-01-06 13:48:59,2021-01-02 19:32:24,55.0,1.0,0.0
4.5,2021-01-06 12:21:40,2021-01-06 11:56:28,5.0,0.0,0.0
4.0,2021-01-06 11:50:53,2020-04-04 22:48:39,0.0,0.0,0.0
4.0,2021-01-06 06:27:40,2021-01-06 06:07:37,1.0,0.0,0.0
5.0,2021-01-05 19:42:05,2021-01-04 10:22:54,10.0,0.0,0.0
5.0,2021-01-05 14:04:24,2021-01-05 13:22:29,5.0,0.0,0.0
5.0,2021-01-05 13:37:54,2021-01-05 13:20:53,10.0,0.0,0.0
5.0,2021-01-05 12:07:38,2021-01-04 14:03:04,21.0,0.0,0.0
5.0,2021-01-05 09:12:56,2021-01-03 20:12:33,20.0,0.0,0.0
5.0,2021-01-05 06:29:31,2020-12-24 07:32:30,95.0,0.0,0.0
5.0,2021-01-04 22:55:15,2020-07-26 19:01:39,50.0,0.0,0.0
5.0,2021-01-04 20:47:50,2020-12-24 19:15:33,5.0,0.0,0.0
5.0,2021-01-04 19:48:10,2020-10-15 18:22:59,5.0,0.0,0.0
4.5,2021-01-04 19:47:46,2021-01-04 19:24:39,45.0,0.0,0.0
3.5,2021-01-04 18:57:11,2021-01-04 17:49:29,15.0,0.0,0.0
5.0,2021-01-04 18:07:35,2021-01-04 16:28:56,5.0,0.0,0.0
5.0,2021-01-04 14:54:47,2021-01-04 10:08:38,5.0,0.0,0.0
5.0,2021-01-04 10:33:59,2020-04-24 09:20:30,5.0,0.0,0.0
5.0,2021-01-04 09:56:11,2021-01-02 13:25:00,20.0,0.0,0.0
5.0,2021-01-04 08:13:43,2021-01-03 12:45:34,5.0,0.0,0.0
5.0,2021-01-03 23:11:42,2020-11-28 07:50:54,5.0,0.0,0.0
5.0,2021-01-03 22:09:21,2020-08-02 11:12:34,10.0,0.0,0.0
5.0,2021-01-03 18:51:02,2020-04-18 13:23:07,15.0,0.0,0.0
5.0,2021-01-03 17:11:10,2020-05-18 23:12:21,10.0,0.0,0.0
5.0,2021-01-03 15:41:52,2020-11-28 23:29:21,35.0,0.0,0.0
5.0,2021-01-03 14:57:29,2020-11-03 08:34:12,5.0,0.0,0.0
4.0,2021-01-03 11:26:45,2021-01-02 16:30:44,10.0,0.0,0.0
5.0,2021-01-03 10:26:50,2019-12-25 21:07:37,20.0,0.0,0.0
5.0,2021-01-03 08:24:26,2020-12-21 05:32:11,5.0,0.0,1.0
5.0,2021-01-03 07:34:49,2020-07-15 17:01:32,1.0,0.0,0.0
3.5,2021-01-03 01:02:27,2021-01-01 18:42:52,1.0,0.0,0.0
5.0,2021-01-02 23:00:31,2020-09-10 13:23:10,40.0,0.0,0.0
4.0,2021-01-02 21:38:32,2021-01-02 11:40:15,30.0,1.0,0.0
5.0,2021-01-02 21:01:50,2021-01-02 18:06:15,1.0,0.0,0.0
4.0,2021-01-02 21:01:21,2021-01-02 09:48:13,5.0,0.0,0.0
5.0,2021-01-02 19:26:52,2020-12-01 17:17:17,50.0,0.0,0.0
5.0,2021-01-02 19:15:40,2020-12-31 13:03:42,20.0,0.0,0.0
5.0,2021-01-02 19:02:42,2021-01-02 17:53:45,5.0,0.0,0.0
5.0,2021-01-02 18:54:05,2021-01-02 18:51:00,25.0,0.0,0.0
5.0,2021-01-02 16:02:57,2020-12-29 08:11:02,1.0,0.0,0.0
5.0,2021-01-02 14:58:32,2021-01-02 09:16:07,10.0,0.0,0.0
5.0,2021-01-02 14:25:36,2020-10-25 19:19:55,5.0,0.0,0.0
4.0,2021-01-02 12:55:09,2020-11-30 18:22:37,25.0,0.0,0.0
5.0,2021-01-02 12:06:17,2021-01-01 13:03:16,30.0,0.0,0.0
5.0,2021-01-02 10:45:20,2021-01-02 10:22:01,15.0,0.0,0.0
5.0,2021-01-02 09:02:08,2019-11-29 07:55:24,1.0,0.0,0.0
3.0,2021-01-02 07:35:47,2021-01-01 19:30:29,5.0,0.0,0.0
5.0,2021-01-02 00:17:00,2020-11-30 23:48:13,1.0,0.0,0.0
5.0,2021-01-01 18:57:06,2020-11-08 09:41:49,100.0,0.0,0.0
5.0,2021-01-01 15:41:10,2021-01-01 15:26:17,35.0,1.0,0.0
3.0,2021-01-01 15:16:51,2020-12-15 16:19:24,25.0,0.0,0.0
5.0,2021-01-01 13:28:42,2021-01-01 13:02:33,10.0,0.0,0.0
5.0,2021-01-01 13:11:00,2020-12-30 10:47:47,15.0,0.0,0.0
5.0,2021-01-01 12:46:34,2020-11-29 12:05:24,5.0,0.0,0.0
5.0,2021-01-01 11:56:10,2020-12-31 18:13:00,15.0,0.0,2.0
5.0,2021-01-01 11:05:56,2021-01-01 09:58:05,100.0,1.0,0.0
5.0,2021-01-01 10:12:02,2020-12-30 13:53:44,55.0,0.0,0.0
5.0,2021-01-01 10:03:47,2021-01-01 09:16:00,1.0,0.0,0.0
5.0,2020-12-31 20:13:38,2020-12-31 11:41:44,10.0,0.0,0.0
5.0,2020-12-31 15:18:55,2020-12-31 06:18:36,35.0,0.0,0.0
5.0,2020-12-31 12:35:11,2020-12-15 22:11:43,50.0,0.0,0.0
5.0,2020-12-31 08:10:38,2020-12-31 06:10:08,5.0,0.0,0.0
5.0,2020-12-30 22:35:10,2020-04-05 14:13:18,25.0,0.0,0.0
5.0,2020-12-30 20:34:48,2020-05-07 12:26:14,40.0,0.0,0.0
5.0,2020-12-30 17:01:25,2020-12-29 21:44:48,25.0,1.0,0.0
5.0,2020-12-30 13:29:19,2020-04-05 13:42:27,0.0,0.0,0.0
5.0,2020-12-30 13:17:52,2020-10-15 16:58:29,25.0,0.0,0.0
5.0,2020-12-30 13:04:29,2020-10-14 14:23:16,1.0,0.0,0.0
5.0,2020-12-30 12:58:28,2020-12-27 12:40:12,1.0,0.0,0.0
5.0,2020-12-30 05:54:10,2020-12-29 06:34:28,5.0,0.0,0.0
4.0,2020-12-29 13:23:24,2020-12-25 12:23:53,1.0,0.0,0.0
5.0,2020-12-29 05:54:54,2020-04-05 10:23:23,1.0,0.0,0.0
5.0,2020-12-28 23:17:04,2020-12-21 05:45:00,5.0,0.0,0.0
5.0,2020-12-28 21:19:57,2020-12-28 20:20:02,20.0,0.0,0.0
5.0,2020-12-28 18:08:15,2020-12-11 13:58:06,25.0,0.0,0.0
5.0,2020-12-28 14:55:08,2020-04-05 10:45:35,25.0,0.0,0.0
5.0,2020-12-28 12:47:13,2020-12-11 11:57:19,15.0,0.0,0.0
5.0,2020-12-28 10:48:25,2020-12-28 09:24:26,35.0,0.0,0.0
5.0,2020-12-28 07:15:24,2020-04-05 00:20:04,0.0,0.0,0.0
5.0,2020-12-27 22:48:44,2020-12-10 09:59:54,10.0,0.0,0.0
5.0,2020-12-27 17:25:51,2020-12-27 17:08:33,1.0,0.0,0.0
5.0,2020-12-27 16:49:05,2020-06-19 14:21:29,10.0,0.0,0.0
5.0,2020-12-27 15:53:26,2020-12-27 15:28:03,10.0,0.0,0.0
5.0,2020-12-27 15:27:48,2020-12-27 13:14:39,30.0,0.0,0.0
3.5,2020-12-27 13:42:30,2020-12-27 12:52:08,1.0,0.0,0.0
5.0,2020-12-26 21:17:12,2020-12-26 19:09:53,5.0,0.0,0.0
5.0,2020-12-26 21:14:03,2020-12-26 13:48:23,5.0,0.0,0.0
4.0,2020-12-26 19:35:08,2020-12-26 18:52:06,5.0,1.0,0.0
4.5,2020-12-26 18:58:27,2019-07-02 20:25:13,95.0,0.0,0.0
4.0,2020-12-26 18:51:19,2020-12-26 13:19:45,20.0,0.0,0.0
5.0,2020-12-26 17:46:30,2020-04-05 10:54:51,20.0,0.0,0.0
4.0,2020-12-26 17:24:21,2020-12-26 15:21:10,20.0,0.0,0.0
4.5,2020-12-26 17:05:07,2020-10-17 21:39:51,10.0,0.0,1.0
5.0,2020-12-26 16:12:05,2020-11-09 20:18:21,20.0,0.0,0.0
5.0,2020-12-26 15:32:22,2020-12-25 21:40:54,20.0,0.0,0.0
5.0,2020-12-26 14:29:59,2020-12-26 13:55:45,15.0,0.0,0.0
5.0,2020-12-26 13:56:26,2019-05-15 18:25:37,20.0,0.0,0.0
5.0,2020-12-26 12:10:24,2019-06-14 03:40:02,0.0,0.0,0.0
4.5,2020-12-26 10:36:50,2020-12-12 21:00:15,30.0,0.0,0.0
5.0,2020-12-25 23:48:27,2020-10-08 00:03:44,1.0,0.0,0.0
5.0,2020-12-25 20:58:32,2020-11-10 11:25:38,25.0,0.0,0.0
5.0,2020-12-25 20:42:16,2020-12-24 11:51:16,30.0,0.0,0.0
5.0,2020-12-25 19:35:55,2020-09-06 08:30:35,5.0,0.0,0.0
5.0,2020-12-25 19:23:34,2020-12-25 17:27:17,1.0,0.0,0.0
5.0,2020-12-25 15:51:22,2020-12-17 15:51:29,25.0,0.0,0.0
